tweet_id,retweet_count,favorite_count
843856843873095681,4925,22322
843604394117681152,2932,17621
843235543001513987,6438,22433
842846295480000512,3834,15892
842765311967449089,1357,7044
842535590457499648,3738,18891
842163532590374912,6191,25581
842115215311396866,3231,14628
841833993020538882,16366,0
841680585030541313,8278,26787
841439858740625411,3921,13195
841320156043304961,5804,20654
841314665196081154,5014,16546
841077006473256960,5672,23925
840761248237133825,1874,0
840728873075638272,17291,0
840698636975636481,2,186
840696689258311684,1045,12856
840632337062862849,1874,9388
840370681858686976,4868,17233
840268004936019968,6136,20188
839990271299457024,2459,14064
839549326359670784,8334,28837
839290600511926273,154,0
839239871831150596,7004,28514
838952994649550848,4257,20556
838921590096166913,2228,11715
838916489579200512,36,0
838831947270979586,11841,0
838561493054533637,1420,11455
838476387338051585,5161,23690
838201503651401729,10815,0
838150277551247360,354,1765
838085839343206401,0,149
838083903487373313,3383,18493
837820167694528512,8433,35888
837482249356513284,476,4029
837471256429613056,2462,13430
837366284874571778,5686,22190
837110210464448512,2568,16818
836989968035819520,2468,13377
836753516572119041,4959,20196
836677758902222849,2390,13245
836648853927522308,586,0
836397794269200385,29703,0
836380477523124226,3184,15479
836260088725786625,4612,22348
836001077879255040,4613,20086
835685285446955009,8771,0
835574547218894849,3896,18712
835536468978302976,1832,0
835309094223372289,22611,0
835297930240217089,3228,17270
835264098648616962,1832,8144
835246439529840640,78,2199
835172783151792128,6178,27487
835152434251116546,3248,23629
834931633769889797,1776,11404
834786237630337024,5903,22274
834574053763584002,2725,14405
834477809192075265,11494,0
834458053273591808,1810,10123
834209720923721728,5156,21699
834167344700198914,3919,16599
834089966724603904,2287,10580
834086379323871233,2390,13757
833863086058651648,2593,14123
833826103416520705,4026,18938
833732339549220864,233,0
833722901757046785,3462,21811
833479644947025920,2230,15652
833124694597443584,5221,21270
832998151111966721,2391,14009
832769181346996225,40,0
832757312314028032,3911,17738
832682457690300417,3167,12504
832645525019123713,560,3085
832636094638288896,3017,16716
832397543355072512,2399,12589
832369877331693569,3443,18089
832273440279240704,2518,11921
832215909146226688,6685,0
832215726631055365,10129,0
832088576586297345,2,70
832040443403784192,10487,0
832032802820481025,5011,18789
831939777352105988,6632,25309
831926988323639298,35,360
831911600680497154,7049,29185
831670449226514432,1958,11019
831650051525054464,2099,7579
831552930092285952,2481,9490
831322785565769729,1650,9707
831315979191906304,1208,6889
831309418084069378,2637,12380
831262627380748289,2217,12574
830956169170665475,1616,8416
830583320585068544,18202,70648
830173239259324417,6169,0
830097400375152640,3251,10374
829878982036299777,5430,0
829861396166877184,2117,12905
829501995190984704,11494,33545
829449946868879360,2202,11058
829374341691346946,10097,36571
829141528400556032,8028,25899
829011960981237760,17584,56028
828801551087042563,3682,0
828770345708580865,6359,27043
828708714936930305,12172,38722
828650029636317184,1461,10049
828409743546925057,1248,6654
828408677031882754,1392,8093
828381636999917570,2415,13364
828376505180889089,1152,7811
828372645993398273,3190,13259
828361771580813312,184,2323
828046555563323392,3104,12436
828011680017821696,2332,10970
827933404142436356,5667,21313
827653905312006145,3257,16316
827600520311402496,1029,7843
827324948884643840,3327,16795
827199976799354881,2432,11198
826958653328592898,5430,22849
826848821049180160,11096,38637
826615380357632002,4287,0
826598799820865537,277,5417
826598365270007810,2552,10684
826476773533745153,4549,19524
826240494070030336,2814,14075
826204788643753985,1013,5178
826115272272650244,3408,16597
825876512159186944,2029,11093
825829644528148480,2702,13514
825535076884762624,18688,55202
825147591692263424,4976,19415
825120256414846976,1393,0
825026590719483904,1393,6738
824796380199809024,5978,0
824775126675836928,3831,15896
824663926340194305,1889,10695
824325613288833024,11301,12501
824297048279236611,4208,15979
824025158776213504,641,5066
823939628516474880,2952,11301
823719002937630720,12212,0
823699002998870016,2632,13363
823581115634085888,2878,13843
823333489516937216,28,739
823322678127919110,4374,16717
823269594223824897,10726,0
822975315408461824,3749,18368
822872901745569793,47772,140616
822859134160621569,2492,14049
822647212903690241,6985,0
822610361945911296,3234,15696
822489057087389700,6985,19311
822462944365645825,15982,30260
822244816520155136,10726,37222
822163064745328640,5241,0
821886076407029760,2555,12091
821813639212650496,3644,0
821765923262631936,1818,8950
821522889702862852,1933,8537
821421320206483457,6105,0
821407182352777218,4743,12519
821153421864615936,10,270
821149554670182400,2197,9281
821107785811234820,2321,10206
821044531881721856,2500,13486
820837357901512704,7313,0
820749716845686786,10815,33568
820690176645140481,3522,12983
820494788566847489,619,0
820446719150292993,2823,0
820314633777061888,619,3544
820078625395449857,6868,21110
820013781606658049,1294,0
819952236453363712,1294,5660
819924195358416896,5282,13702
819711362133872643,3425,14339
819588359383371776,2148,10185
819347104292290561,1320,7697
819238181065359361,441,2430
819227688460238848,7313,24600
819015337530290176,40106,0
819015331746349057,20683,0
819006400881917954,20683,48108
819004803107983360,40106,92064
818646164899774465,22806,0
818627210458333184,8136,23648
818614493328580609,2826,10519
818588835076603904,6712,0
818536468981415936,2709,11632
818307523543449600,8881,0
818259473185828864,2498,11764
818145370475810820,2837,13103
817908911860748288,862,5165
817827839487737858,29703,55302
817777686764523521,2927,11408
817536400337801217,3319,12595
817502432452313088,3708,0
817423860136083457,16366,36487
817415592588222464,1052,5987
817181837579653120,9298,0
817171292965273600,2198,9310
817120970343411712,2867,12980
817056546584727552,1810,9150
816829038950027264,5160,0
816816676327063552,2227,10668
816697700272001025,2421,10462
816450570814898180,8881,32631
816336735214911488,2140,9175
816091915477250048,2363,9533
816062466425819140,1140,0
816014286006976512,5820,0
815990720817401858,1140,5339
815966073409433600,9298,23967
815745968457060357,4525,0
815736392542261248,2492,10514
815639385530101762,1801,8773
815390420867969024,4171,11059
814986499976527872,1419,8155
814638523311648768,2967,12042
814578408554463233,6359,0
814530161257443328,2033,9261
814153002265309185,9524,30749
813944609378369540,3501,0
813910438903693312,2064,9930
813812741911748608,15353,38845
813800681631023104,1923,8915
813217897535406080,8003,19970
813202720496779264,1970,9810
813187593374461952,4788,21207
813172488309972993,2098,9965
813157409116065792,2431,8291
813142292504645637,2587,9007
813130366689148928,486,4777
813127251579564032,3429,12680
813112105746448384,3023,11035
813096984823349248,3952,11261
813081950185472002,3037,10565
813066809284972545,2136,8515
813051746834595840,8044,22427
812781120811126785,2096,8105
812709060537683968,1569,7091
812503143955202048,1337,6498
812466873996607488,2113,8552
812372279581671427,4022,14664
811985624773361665,1542,7775
811744202451197953,1766,8074
811647686436880384,812,5973
811627233043480576,3429,13674
811386762094317568,7021,22372
810984652412424192,1571,5700
810896069567610880,1961,9686
810657578271330305,2906,11744
810284430598270976,12517,37931
810254108431155201,3682,15723
809920764300447744,4287,16587
809808892968534016,5388,0
809448704142938112,1612,7418
809220051211603969,6169,21336
809084759137812480,3850,14159
808838249661788160,3339,10824
808733504066486276,2385,8468
808501579447930884,2859,12082
808344865868283904,22806,45519
808134635716833280,6544,0
808106460588765185,2411,9349
808001312164028416,3885,13477
807621403335917568,4041,15613
807106840509214720,61068,127238
807059379405148160,8060,0
807010152071229440,4208,13973
806629075125202948,38304,80484
806620845233815552,6066,0
806576416489959424,2113,5195
806542213899489280,2602,10951
806242860592926720,12833,0
806219024703037440,1312,6878
805958939288408065,5910,0
805932879469572096,2103,8861
805826884734976000,2011,7055
805823200554876929,8839,0
805520635690676224,1811,6147
805487436403003392,2786,9396
805207613751304193,1875,8361
804738756058218496,4235,14714
804475857670639616,2210,6588
804413760345620481,3542,0
804026241225523202,17836,47839
803773340896923648,3047,10764
803692223237865472,8176,0
803638050916102144,4544,11781
803380650405482500,2042,8314
803321560782307329,5849,0
803276597545603072,2715,10754
802952499103731712,2208,9687
802624713319034886,3215,0
802600418706604034,1620,7632
802572683846291456,2749,9581
802323869084381190,6414,17411
802265048156610565,1499,7080
802239329049477120,2863,9736
802185808107208704,292,0
801958328846974976,1881,8275
801854953262350336,258,1887
801538201127157760,2260,8797
801285448605831168,918,6496
801167903437357056,6544,26294
801127390143516673,4374,0
801115127852503040,2297,8671
800859414831898624,107,741
800855607700029440,1793,0
800751577355128832,3048,11260
800513324630806528,3309,14096
800459316964663297,2378,10153
800443802682937345,4749,0
800388270626521089,3091,11959
800188575492947969,4336,0
800141422401830912,2823,16422
800018252395122689,14493,30452
799774291445383169,5153,0
799757965289017345,2382,9031
799422933579902976,2107,8633
799308762079035393,6081,0
799297110730567681,3050,10637
799063482566066176,2709,8692
798933969379225600,4929,14124
798925684722855936,1579,7990
798705661114773508,7267,0
798701998996647937,8587,0
798697898615730177,7165,0
798694562394996736,5458,0
798686750113755136,2558,0
798682547630837760,5192,0
798673117451325440,6100,0
798665375516884993,4280,0
798644042770751489,2035,0
798628517273620480,2163,0
798585098161549313,6272,0
798576900688019456,6448,0
798340744599797760,3698,0
798209839306514432,2816,11136
797971864723324932,3453,12503
797545162159308800,5347,15567
797236660651966464,7297,21443
797165961484890113,29,248
796904159865868288,9771,0
796865951799083009,2095,8244
796759840936919040,3363,12748
796563435802726400,8031,0
796484825502875648,1941,8137
796387464403357696,4585,11809
796177847564038144,15767,0
796149749086875649,15767,34745
796125600683540480,1966,5301
796116448414461957,2663,9765
796080075804475393,2555,9080
796031486298386433,4051,11591
795464331001561088,26235,53487
795400264262053889,3157,10840
795076730285391872,5978,17425
794983741416415232,3702,0
794926597468000259,2540,11044
794355576146903043,11318,0
794332329137291264,2915,10280
794205286408003585,3641,9870
793962221541933056,5388,18056
793845145112371200,2064,9883
793614319594401792,3432,0
793601777308463104,1803,8556
793500921481273345,2620,11481
793286476301799424,10129,26419
793271401113350145,2602,9283
793256262322548741,9174,21460
793241302385262592,3607,11292
793226087023144960,3148,10573
793210959003287553,3101,9598
793195938047070209,6188,16403
793180763617361921,2189,7435
793165685325201412,3061,10093
793150605191548928,1878,6625
793135492858580992,2748,6954
793120401413079041,4305,13635
792913359805018113,4422,15393
792883833364439040,4704,12152
792773781206999040,1850,7883
792394556390137856,4711,14439
792050063153438720,1979,7701
791821351946420224,23132,0
791784077045166082,10601,0
791780927877898241,4189,0
791774931465953280,24436,48473
791672322847637504,3432,12616
791406955684368384,4525,14078
791312159183634433,2800,9430
791026214425268224,4528,0
790987426131050500,2352,10613
790946055508652032,5160,17825
790723298204217344,2549,0
790698755171364864,2099,8790
790581949425475584,7900,22193
790337589677002753,2056,8393
790277117346975746,3501,13459
790227638568808452,3928,0
789986466051088384,2549,9923
789960241177853952,4556,0
789903600034189313,4535,11153
789628658055020548,1961,8066
789599242079838210,2129,7261
789530877013393408,3702,12624
789314372632018944,2531,9244
789280767834746880,5433,0
789268448748703744,2833,9784
789137962068021249,3070,10402
788908386943430656,13609,29396
788765914992902144,11318,29427
788552643979468800,7914,0
788412144018661376,5823,16728
788178268662984705,2327,7759
788150585577050112,1432,6605
788070120937619456,3759,0
788039637453406209,1453,6583
787810552592695296,3354,9303
787717603741622272,3055,10957
787397959788929025,3113,11635
787322443945877504,1914,8357
787111942498508800,7373,0
786963064373534720,8771,28503
786729988674449408,2653,0
786709082849828864,6685,19486
786664955043049472,2815,11426
786595970293370880,3402,10087
786363235746385920,3844,11691
786286427768250368,3141,8539
786233965241827333,5241,16408
786051337297522688,169,1543
786036967502913536,7758,0
785927819176054784,3470,12169
785872687017132033,2003,7158
785639753186217984,2432,8369
785533386513321988,2195,9759
785515384317313025,1376,6527
785264754247995392,1794,7771
785170936622350336,5334,12953
784826020293709826,3542,10854
784517518371221505,2781,9598
784431430411685888,1404,6091
784183165795655680,8839,21531
784057939640352768,12212,31980
783839966405230592,11841,32163
783821107061198850,2148,7870
783695101801398276,3533,11179
783466772167098368,2469,9043
783391753726550016,6035,18039
783347506784731136,6139,0
783334639985389568,12833,31273
783085703974514689,2435,8703
782969140009107456,8060,25794
782747134529531904,1526,7988
782722598790725632,5910,18479
782598640137187329,2050,8312
782305867769217024,6105,17828
782021823840026624,6837,0
781955203444699136,3682,11883
781661882474196992,2967,11163
781655249211752448,1230,4282
781524693396357120,6066,22187
781308096455073793,2787,7612
781251288990355457,2298,9021
781163403222056960,2991,10435
780931614150983680,8031,23132
780858289093574656,2186,7690
780800785462489090,1419,5887
780601303617732608,3644,12915
780543529827336192,1899,6739
780496263422808064,4063,0
780476555013349377,127,0
780459368902959104,1170,5650
780192070812196864,2444,9304
780092040432480260,2516,0
780074436359819264,5459,13087
779834332596887552,7758,20296
779377524342161408,3400,9417
779124354206535695,20134,0
779123168116150273,3979,12603
779056095788752897,4944,15802
778990705243029504,7945,21377
778774459159379968,10903,0
778764940568104960,401,914
778748913645780993,1452,7370
778650543019483137,1629,6159
778624900596654080,1102,4966
778408200802557953,4749,14577
778396591732486144,13383,0
778383385161035776,1206,6228
778286810187399168,3608,11092
778039087836069888,2879,9042
778027034220126208,1771,7001
777953400541634568,3850,0
777885040357281792,1791,6786
777684233540206592,3215,11983
777641927919427584,4642,0
777621514455814149,2721,9356
777189768882946048,4731,15282
776819012571455488,15016,0
776813020089548800,1321,5202
776477788987613185,3056,9431
776249906839351296,9983,0
776218204058357768,17424,32004
776201521193218049,2755,10243
776113305656188928,4749,12530
776088319444877312,166,1955
775898661951791106,17918,0
775842724423557120,2921,12491
775733305207554048,4374,14769
775729183532220416,4982,13780
775364825476165632,3240,7917
775350846108426240,4254,10809
775085132600442880,5153,16561
774757898236878852,1932,9110
774639387460112384,1890,7157
774314403806253056,6081,23194
773985732834758656,4228,11443
773922284943896577,1886,6815
773704687002451968,1776,7034
773670353721753600,1411,5665
773547596996571136,6712,23523
773336787167145985,5547,0
773308824254029826,8135,24749
773247561583001600,3496,10038
773191612633579521,4475,10634
772877495989305348,4214,9129
772826264096874500,2536,8505
772615324260794368,3675,0
772581559778025472,1841,6889
772193107915964416,1503,6399
772152991789019136,1218,4024
772117678702071809,798,3996
772114945936949249,514,2888
772102971039580160,1007,4264
771908950375665664,2061,7001
771770456517009408,3698,12774
771500966810099713,2857,8814
771380798096281600,5547,11201
771171053431250945,8223,0
771136648247640064,3192,9770
771102124360998913,1560,6634
771014301343748096,1803,7312
771004394259247104,239,0
770787852854652928,1323,5272
770772759874076672,1534,5527
770655142660169732,1891,7789
770414278348247044,2243,6689
770293558247038976,1621,6643
770093767776997377,3300,0
770069151037685760,2497,8068
769940425801170949,10487,33463
769695466921623552,1801,6792
769335591808995329,8359,0
769212283578875904,1865,5739
768970937022709760,7110,15327
768909767477751808,2933,0
768855141948723200,963,4455
768609597686943744,1317,4371
768596291618299904,1385,5335
768554158521745409,6325,0
768473857036525572,3721,14500
768193404517830656,3850,11597
767884188863397888,1525,5052
767754930266464257,5849,17047
767500508068192258,2531,7955
767191397493538821,4138,13048
767122157629476866,3095,10765
766864461642756096,6137,0
766793450729734144,1471,5395
766714921925144576,421,2767
766693177336135680,858,4289
766423258543644672,1734,6398
766313316352462849,2042,7205
766078092750233600,2822,0
766069199026450432,934,4548
766008592277377025,537,3980
765719909049503744,2333,7697
765669560888528897,1322,5523
765395769549590528,3682,28066
765371061932261376,2340,7539
765222098633691136,3675,12340
764857477905154048,1921,6827
764259802650378240,1645,6432
763956972077010945,59,787
763837565564780549,4528,13387
763183847194451968,1595,5743
763167063695355904,3268,0
763103485927849985,2471,7820
762699858130116608,3928,12911
762471784394268675,7019,11968
762464539388485633,4556,10958
762316489655476224,1223,5113
762035686371364864,16898,33962
761976711479193600,2193,5725
761750502866649088,4268,0
761745352076779520,932,4511
761672994376806400,31463,52601
761599872357261312,1269,4378
761371037149827077,19455,0
761334018830917632,1569,5523
761292947749015552,1187,4739
761227390836215808,1683,5636
761004547850530816,3759,11997
760893934457552897,1054,4047
760656994973933572,2089,7012
760641137271070720,1400,5254
760539183865880579,3929,8036
760521673607086080,1515,4484
760290219849637889,12438,28436
760252756032651264,935,4178
760190180481531904,1958,6049
760153949710192640,34,0
759943073749200896,2263,6295
759923798737051648,6137,15568
759846353224826880,2146,7126
759793422261743616,2055,6313
759566828574212096,22866,0
759557299618865152,1270,4985
759447681597108224,2653,8993
759446261539934208,526,1772
759197388317847553,2107,6416
759159934323924993,1261,0
759099523532779520,4521,15405
759047813560868866,2186,6903
758854675097526272,968,3763
758828659922702336,4147,11834
758740312047005698,1735,6065
758474966123810816,1072,4049
758467244762497024,2412,5096
758405701903519748,2085,5510
758355060040593408,1172,3633
758099635764359168,10903,20332
758041019896193024,405,2866
757741869644341248,3523,7291
757729163776290825,8767,0
757725642876129280,1314,4810
757611664640446465,1210,4830
757597904299253760,314,0
757596066325864448,1143,4602
757400162377592832,7394,16044
757393109802180609,1889,6182
757354760399941633,1541,4778
756998049151549440,2144,6637
756939218950160384,2172,7052
756651752796094464,1416,5367
756526248105566208,3907,11003
756303284449767430,1172,4186
756288534030475264,18895,45309
756275833623502848,1645,6812
755955933503782912,3125,7767
755206590534418437,5816,17418
755110668769038337,11977,22467
754874841593970688,8650,0
754856583969079297,2726,7280
754747087846248448,564,2730
754482103782404096,2107,5615
754449512966619136,794,3961
754120377874386944,2525,8288
753655901052166144,2351,6178
753420520834629632,3855,8388
753398408988139520,2075,6122
753375668877008896,2516,8067
753298634498793472,6227,0
753294487569522689,1126,3593
753039830821511168,22611,39257
753026973505581056,1052,4114
752932432744185856,7373,13355
752917284578922496,1701,7297
752701944171524096,3118,0
752682090207055872,1733,6336
752660715232722944,1704,4667
752568224206688256,2466,5843
752519690950500352,3719,7800
752334515931054080,1187,4037
752309394570878976,18019,0
752173152931807232,1992,6289
751950017322246144,1005,3249
751937170840121344,1451,5507
751830394383790080,2117,6130
751793661361422336,3141,6200
751598357617971201,3283,8353
751583847268179968,1198,4659
751538714308972544,1368,5325
751456908746354688,1077,3383
751251247299190784,6324,13207
751205363882532864,1972,6665
751132876104687617,1405,5374
750868782890057730,1494,5042
750719632563142656,5433,13951
750506206503038976,1242,4695
750429297815552001,4642,13905
750383411068534784,1225,4804
750381685133418496,31,730
750147208377409536,1041,3278
750132105863102464,1373,3838
750117059602808832,1403,4578
750101899009982464,908,3210
750086836815486976,590,2295
750071704093859840,3600,8309
750056684286914561,965,3312
750041628174217216,668,3350
750026558547456000,849,2863
750011400160841729,980,3426
749996283729883136,873,3207
749981277374128128,2639,5391
749774190421639168,1411,4903
749417653287129088,1795,6430
749403093750648834,587,2774
749395845976588288,3731,9084
749317047558017024,2385,5787
749075273010798592,2227,6080
749064354620928000,1626,5053
749036806121881602,841,3266
748977405889503236,3657,11305
748932637671223296,2429,6167
748705597323898880,1019,2922
748699167502000129,1719,4995
748692773788876800,1428,4470
748575535303884801,2140,6398
748568946752774144,723,2299
748346686624440324,1334,5510
748337862848962560,4434,8112
748324050481647620,824,3899
748307329658011649,766,3864
748220828303695873,8377,14902
747963614829678593,2306,6093
747933425676525569,2742,6977
747885874273214464,1058,3109
747844099428986880,806,2957
747816857231626240,1250,5103
747651430853525504,168,1454
747648653817413632,6283,13580
747600769478692864,588,2442
747594051852075008,1128,3893
747512671126323200,1701,5841
747461612269887489,1105,4069
747439450712596480,2069,5717
747242308580548608,3089,0
747219827526344708,1700,5555
747204161125646336,990,3555
747103485104099331,4284,10074
746906459439529985,317,3039
746872823977771008,2306,6306
746818907684614144,1852,5574
746790600704425984,1707,5129
746757706116112384,4189,10064
746726898085036033,1921,6349
746542875601690625,2001,5297
746521445350707200,1055,0
746507379341139972,1161,4872
746369468511756288,1764,6479
746131877086527488,2359,7271
746056683365994496,872,3732
745789745784041472,1144,4242
745712589599014916,2482,7351
745433870967832576,2719,7460
745422732645535745,2601,9018
745314880350101504,2973,7546
745074613265149952,3783,8240
745057283344719872,2436,7610
744995568523612160,667,3122
744971049620602880,2884,8282
744709971296780288,1671,5880
744334592493166593,2287,7112
744234799360020481,83795,164524
744223424764059648,399,1778
743980027717509120,1166,4368
743895849529389061,1025,3825
743835915802583040,2235,0
743609206067040256,1477,4704
743595368194129920,7033,19402
743545585370791937,1000,3701
743510151680958465,3955,8308
743253157753532416,1306,4445
743222593470234624,2037,6504
743210557239623680,1459,4031
742534281772302336,3803,7400
742528092657332225,2134,4654
742465774154047488,4158,7621
742423170473463808,4063,10321
742385895052087300,2127,7144
742161199639494656,1471,4559
742150209887731712,1667,5392
741793263812808706,1613,4784
741743634094141440,2958,8582
741438259667034112,892,3853
741303864243200000,3464,9207
741099773336379392,5933,10542
741067306818797568,3300,9920
740995100998766593,2961,6714
740711788199743490,997,3573
740699697422163968,837,2972
740676976021798912,7267,19050
740373189193256964,14215,36512
740365076218183684,468,2601
740359016048689152,915,3460
740214038584557568,2102,7015
739979191639244800,6325,20951
739932936087216128,1154,4249
739844404073074688,913,3977
739623569819336705,1451,3991
739606147276148736,1770,5650
739544079319588864,22866,41621
739485634323156992,3143,7544
739238157791694849,62062,121530
738891149612572673,6,113
738885046782832640,1220,3949
738883359779196928,867,3504
738537504001953792,1666,5344
738402415918125056,901,3419
738184450748633089,1292,4515
738166403467907072,3634,9230
738156290900254721,699,2656
737826014890496000,1879,5525
737800304142471168,3691,10476
737678689543020544,1427,5289
737445876994609152,4763,10788
737322739594330112,866,3782
737310737551491075,7919,15396
736736130620620800,1850,4518
736392552031657984,7914,18620
736365877722001409,1339,4180
736225175608430592,2955,8514
736010884653420544,3173,8275
735991953473572864,1226,3771
735648611367784448,1171,4204
735635087207878657,2508,6478
735274964362878976,5418,13627
735256018284875776,947,3501
735137028879360001,1033,3279
734912297295085568,550,2865
734787690684657664,6723,13157
734776360183431168,582,2629
734559631394082816,423,1567
733828123016450049,829,3764
733822306246479872,1076,3840
